#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Desc.
 3879,CVE-2006-1961,,,,2006-04-21,2018-10-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Cisco CiscoWorks Wireless LAN Solution Engine (WLSE) and WLSE Express before 2.13, Hosting Solution Engine (HSE) and User Registration Tool (URT) before 20060419, and all versions of Ethernet Subscriber Solution Engine (ESSE) and CiscoWorks2000 Service Management Solution (SMS) allow local users to gain Linux shell access via shell metacharacters in arguments to the ""show"" command in the application's command line interface (CLI), aka bug ID CSCsd21502 (WLSE), CSCsd22861 (URT), and CSCsd22859 (HSE).  NOTE: other issues might be addressed by the Cisco advisory."
 3880,CVE-2006-1960,,,XSS ,2006-04-21,2018-10-18,5.8,None,Remote,Medium,Not required,Partial,Partial,None,"Cross-site scripting (XSS) vulnerability in the appliance web user interface in Cisco CiscoWorks Wireless LAN Solution Engine (WLSE) and WLSE Express before 2.13 allows remote attackers to inject arbitrary web script or HTML, possibly via the displayMsg parameter to archiveApplyDisplay.jsp, aka bug ID CSCsc01095."
 3881,CVE-2006-1928,,,DoS ,2006-04-20,2017-07-20,5.0,None,Remote,Low,Not required,None,None,Partial,"Cisco IOS XR, when configured for Multi Protocol Label Switching (MPLS) and running on Cisco CRS-1 routers, allows remote attackers to cause a denial of service (Modular Services Cards (MSC) crash or ""MPLS packet handling problems"") via certain MPLS packets, as identified by Cisco bug IDs (1) CSCsd15970 and (2) CSCsd55531."
 3882,CVE-2006-1927,,,DoS ,2006-04-20,2017-07-20,5.0,None,Remote,Low,Not required,None,None,Partial,"Cisco IOS XR, when configured for Multi Protocol Label Switching (MPLS) and running on Cisco CRS-1 or Cisco 12000 series routers, allows remote attackers to cause a denial of service (Line card crash) via certain MPLS packets, as identified by Cisco bug ID CSCsc77475."
 3883,CVE-2006-1672,,,Exec Code ,2006-04-07,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The installation of Cisco Transport Controller (CTC) for Cisco Optical Networking System (ONS) 15000 series nodes adds a Java policy file entry with a wildcard that grants the java.security.AllPermission permission to any http URL containing ""fs/LAUNCHER.jar"", which allows remote attackers to execute arbitrary code on a CTC workstation, aka bug ID CSCea25049."
 3884,CVE-2006-1671,,,DoS ,2006-04-07,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,"Control cards for Cisco Optical Networking System (ONS) 15000 series nodes before 20060405 allow remote attackers to cause a denial of service (card reset) via (1) a ""crafted"" IP packet to a device with secure mode EMS-to-network-element access, aka bug ID CSCsc51390; (2) a ""crafted"" IP packet to a device with IP on the LAN interface, aka bug ID CSCsd04168; and (3) a ""malformed"" OSPF packet, aka bug ID CSCsc54558."
 3885,CVE-2006-1670,,,DoS ,2006-04-07,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,"Control cards for Cisco Optical Networking System (ONS) 15000 series nodes before 20060405 allow remote attackers to cause a denial of service (memory exhaustion and possibly card reset) by sending an invalid response when the final ACK is expected, aka bug ID CSCei45910."
 3886,CVE-2006-1631,,,DoS ,2006-04-05,2017-07-20,5.0,None,Remote,Low,Not required,None,None,Partial,"Unspecified vulnerability in the HTTP compression functionality in Cisco CSS 11500 Series Content Services switches allows remote attackers to cause a denial of service (device reload) via (1) ""valid, but obsolete"" or (2) ""specially crafted"" HTTP requests."
 3887,CVE-2006-0764,,,+Priv Bypass ,2006-02-18,2017-07-20,5.1,None,Remote,High,Not required,Partial,Partial,Partial,"The Authentication, Authorization, and Accounting (AAA) capability in versions 5.0(1) and 5.0(3) of the software used by multiple Cisco Anomaly Detection and Mitigation products, when running with an incomplete TACACS+ configuration without a ""tacacs-server host"" command, allows remote attackers to bypass authentication and gain privileges, aka Bug ID CSCsd21455."
 3888,CVE-2006-0561,,,,2006-05-10,2017-07-20,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Cisco Secure Access Control Server (ACS) 3.x for Windows stores ACS administrator passwords and the master key in the registry with insecure permissions, which allows local users and remote administrators to decrypt the passwords by using Microsoft's cryptographic API functions to obtain the plaintext version of the master key."
 3889,CVE-2006-0486,,,Exec Code Bypass ,2006-02-01,2017-10-11,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"Certain Cisco IOS releases in 12.2S based trains with maintenance release number 25 and later, 12.3T based trains, and 12.4 based trains reuse a Tcl Shell process across login sessions of different local users on the same terminal if the first user does not use tclquit before exiting, which may cause subsequent local users to execute unintended commands or bypass AAA command authorization checks, aka Bug ID CSCef77770."
 3890,CVE-2006-0485,,,Exec Code ,2006-02-01,2017-10-11,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The TCL shell in Cisco IOS 12.2(14)S before 12.2(14)S16, 12.2(18)S before 12.2(18)S11, and certain other releases before 25 January 2006 does not perform Authentication, Authorization, and Accounting (AAA) command authorization checks, which may allow local users to execute IOS EXEC commands that were prohibited via the AAA configuration, aka Bug ID CSCeh73049."
 3891,CVE-2006-0483,,,DoS ,2006-01-31,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,Cisco VPN 3000 series concentrators running software 4.7.0 through 4.7.2.A allow remote attackers to cause a denial of service (device reload or user disconnect) via a crafted HTTP packet.
 3892,CVE-2006-0368,,,DoS ,2006-01-22,2017-07-20,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco CallManager 3.2 and earlier, 3.3 before 3.3(5)SR1, 4.0 before 4.0(2a)SR2c, and 4.1 before 4.1(3)SR2 allow remote attackers to (1) cause a denial of service (CPU and memory consumption) via a large number of open TCP connections to port 2000 and (2) cause a denial of service (fill the Windows Service Manager communication queue) via a large number of TCP connections to port 2001, 2002, or 7727."
 3893,CVE-2006-0367,,,,2006-01-22,2017-07-20,6.5,None,Remote,Low,???,Partial,Partial,Partial,"Unspecified vulnerability in Cisco CallManager 3.2 and earlier, 3.3 before 3.3(5)SR1, 4.0 before 4.0(2a)SR2c, and 4.1 before 4.1(3)SR2 allows remote authenticated users with read-only administrative privileges to obtain full administrative privileges via a ""crafted URL on the CCMAdmin web page."""
 3894,CVE-2006-0354,399,,DoS ,2006-01-22,2017-10-11,5.5,None,Local Network,Low,???,None,None,Complete,"Cisco IOS before 12.3-7-JA2 on Aironet Wireless Access Points (WAP) allows remote authenticated users to cause a denial of service (termination of packet passing or termination of client connections) by sending the management interface a large number of spoofed ARP packets, which creates a large ARP table that exhausts memory, aka Bug ID CSCsc16644."
 3895,CVE-2006-0340,20,,DoS ,2006-01-21,2017-07-20,7.1,None,Remote,Medium,Not required,None,None,Complete,"Unspecified vulnerability in Stack Group Bidding Protocol (SGBP) support in Cisco IOS 12.0 through 12.4 running on various Cisco products, when SGBP is enabled, allows remote attackers on the local network to cause a denial of service (device hang and network traffic loss) via a crafted UDP packet to port 9900."
 3896,CVE-2006-0181,,,+Priv ,2006-01-12,2017-07-20,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Cisco Security Monitoring, Analysis and Response System (CS-MARS) before 4.1.3 has an undocumented administrative account with a default password, which allows local users to gain privileges via the expert command."
 3897,CVE-2006-0179,119,,DoS Overflow ,2006-01-11,2017-10-19,5.0,None,Remote,Low,Not required,None,None,Partial,"The Cisco IP Phone 7940 allows remote attackers to cause a denial of service (reboot) via a large amount of TCP SYN packets (syn flood) to arbitrary ports, as demonstrated to port 80."
 3898,CVE-2005-4826,,,DoS ,2005-12-31,2018-10-19,6.1,None,Local Network,Low,Not required,None,None,Complete,"Unspecified vulnerability in the VLAN Trunking Protocol (VTP) feature in Cisco IOS 12.1(22)EA3 on Catalyst 2950T switches allows remote attackers to cause a denial of service (device reboot) via a crafted Subset-Advert message packet, a different issue than CVE-2006-4774, CVE-2006-4775, and CVE-2006-4776."
 3899,CVE-2005-4825,,,DoS Bypass ,2005-12-31,2018-10-30,5.7,None,Local Network,Medium,Not required,None,None,Complete,"Cisco Clean Access 3.5.5 and earlier on the Secure Smart Manager allows remote attackers to bypass authentication and cause a denial of service (disk consumption), or make unauthorized files accessible, by uploading files through requests to certain JSP scripts, a related issue to CVE-2005-4332."
 3900,CVE-2005-4794,,,DoS ,2005-12-31,2017-07-20,5.0,None,Remote,Low,Not required,None,None,Partial,"Cisco IP Phones 7902/7905/7912, ATA 186/188, Unity Express, ACNS, and Subscriber Edge Services Manager (SESM) allows remote attackers to cause a denial of service (crash or instability) via a compressed DNS packet with a label length byte with an incorrect offset."
 3901,CVE-2005-4332,,,DoS Bypass ,2005-12-17,2018-10-30,9.4,None,Remote,Low,Not required,None,Complete,Complete,"Cisco Clean Access 3.5.5 and earlier on the Secure Smart Manager allows remote attackers to bypass authentication and cause a denial of service or upload files via direct requests to obsolete JSP files including (1) admin/uploadclient.jsp, (2) apply_firmware_action.jsp, and (3) file.jsp."
 3902,CVE-2005-4258,,,DoS ,2005-12-15,2017-07-20,7.8,None,Remote,Low,Not required,None,None,Complete,"Unspecified Cisco Catalyst Switches allow remote attackers to cause a denial of service (device crash) via an IP packet with the same source and destination IPs and ports, and with the SYN flag set (aka LanD). NOTE: the provenance of this issue is unknown; the details are obtained solely from the BID."
 3903,CVE-2005-3921,,,XSS ,2005-11-30,2018-10-19,2.6,None,Remote,High,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in Cisco IOS Web Server for IOS 12.0(2a) allows remote attackers to inject arbitrary web script or HTML by (1) packets containing HTML that an administrator views via an HTTP interface to the contents of memory buffers, as demonstrated by the URI /level/15/exec/-/buffers/assigned/dump; or (2) sending the router Cisco Discovery Protocol (CDP) packets with HTML payload that an administrator views via the CDP status pages.  NOTE: these vectors were originally reported as being associated with the dump and packet options in /level/15/exec/-/show/buffers."
 3904,CVE-2005-3886,,,+Priv Bypass ,2005-11-29,2011-03-08,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in Cisco Security Agent (CSA) 4.5.0 and 4.5.1 agents, when running on Windows systems, allows local users to bypass protections and gain system privileges by executing certain local software."
 3905,CVE-2005-3804,,,DoS +Info ,2005-11-24,2017-07-11,6.4,None,Remote,Low,Not required,Partial,None,Partial,"Cisco IP Phone (VoIP) 7920 1.0(8) listens to UDP port 17185 to support a VxWorks debugger, which allows remote attackers to obtain sensitive information and cause a denial of service."
 3906,CVE-2005-3803,,,+Info ,2005-11-24,2017-07-11,5.0,None,Remote,Low,Not required,Partial,None,None,"Cisco IP Phone (VoIP) 7920 1.0(8) contains certain hard-coded (""fixed"") public and private SNMP community strings that cannot be changed, which allows remote attackers to obtain sensitive information."
 3907,CVE-2005-3788,,,DoS ,2005-11-24,2018-10-30,5.4,None,Remote,High,Not required,None,None,Complete,"Race condition in Cisco Adaptive Security Appliance (ASA) 7.0(0), 7.0(2), and 7.0(4), when running with an Active/Standby configuration and when the failover LAN interface fails, allows remote attackers to cause a denial of service (standby firewall failure) by sending spoofed ARP responses from an IP address of an active firewall, which prevents the standby firewall from becoming active, aka ""failover denial of service."""
 3908,CVE-2005-3774,,,DoS ,2005-11-23,2018-10-19,5.0,None,Remote,Low,Not required,None,None,Partial,"Cisco PIX 6.3 and 7.0 allows remote attackers to cause a denial of service (blocked new connections) via spoofed TCP packets that cause the PIX to create embryonic connections that that would not produce a valid connection with the end system, including (1) SYN packets with invalid checksums, which do not result in a RST; or, from an external interface, (2) one byte of ""meaningless data,"" or (3) a TTL that is one less than needed to reach the internal destination."
 3909,CVE-2005-3669,,,DoS ,2005-11-18,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,"Multiple unspecified vulnerabilities in the Internet Key Exchange version 1 (IKEv1) implementation in multiple Cisco products allow remote attackers to cause a denial of service (device reset) via certain malformed IKE packets, as demonstrated by the PROTOS ISAKMP Test Suite for IKEv1.  NOTE: due to the lack of details in the Cisco advisory, it is unclear which of CVE-2005-3666, CVE-2005-3667, and/or CVE-2005-3668 this issue applies to."
 3910,CVE-2005-3482,,,,2005-11-03,2011-03-08,5.0,None,Remote,Low,Not required,None,Partial,None,"Cisco 1200, 1131, and 1240 series Access Points, when operating in Lightweight Access Point Protocol (LWAPP) mode and controlled by 2000 and 4400 series Airespace WLAN controllers running 3.1.59.24, allow remote attackers to send unencrypted traffic to a secure network using frames with the MAC address of an authenticated end host."
 3911,CVE-2005-3481,,,Exec Code Overflow ,2005-11-03,2017-10-11,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Cisco IOS 12.0 to 12.4 might allow remote attackers to execute arbitrary code via a heap-based buffer overflow in system timers. NOTE: this issue does not correspond to a specific vulnerability, rather a general weakness that only increases the feasibility of exploitation of any vulnerabilities that might exist.  Such design-level weaknesses normally are not included in CVE, so perhaps this issue should be REJECTed."
